,hr0,hr0.25,hr0.5,hr1,hr2,hr4,hr8,hr12,hr24
AT4G39070,-1.27698382,1.763020046,0.183546655,0.97726515,-0.156342924,0.607447589,-0.884648736,-0.18224429,-1.031059669
AT4G40065,-0.212795126,-0.862022858,-1.218180139,0.097862743,1.040615055,-0.738258532,1.880370005,-0.520256,0.532664853
AT4G40070,-0.280664211,-0.603169009,-0.993455614,2.501695396,-0.381960688,0.20667304,0.031228388,-0.29946592,-0.180881383
AT5G01040,-0.556322303,1.429058343,-0.384114501,2.010031809,-0.640920207,-0.289338961,-0.818518959,-0.288622874,-0.461252348
AT5G01100,-0.478530348,1.787193386,1.491155076,0.418138142,-0.799197869,-0.666633315,-0.37089828,-0.645953198,-0.735273595
AT5G01200,0.879334997,-0.633555651,-1.136300217,0.025606067,0.287075914,-1.520068574,0.155477217,1.755380763,0.187049483
AT5G01670,-1.002955853,-0.104965158,2.37006489,-0.254793686,-0.484490128,0.183424712,0.522173098,-0.562556713,-0.665901163
AT5G01900,-1.166004089,1.521291337,-0.221870473,-0.722862619,0.60187316,-1.030196044,1.388755853,-0.593743808,0.222756683
AT5G02030,-0.579737908,-0.576753629,0.22798771,-1.794336355,0.254602833,0.04323602,1.800662967,0.839264802,-0.21492644
AT5G02090,0.929722325,-1.104395676,-1.317123064,-0.51784381,0.436501645,-0.673524349,1.688197306,-0.083279537,0.64174516
AT5G02190,0.255526768,-0.261843205,0.434569988,-1.794367501,0.639005351,-1.098627273,-0.444528448,0.951320983,1.318943337
AT5G02270,-0.557865482,0.326169582,-0.421659778,2.447150284,-0.578217119,0.419581454,-0.598004976,-0.447091776,-0.590062189
AT5G02460,-1.33467718,-0.879052907,-0.657262009,-0.730367184,0.287355446,1.047260372,1.71481607,0.598639791,-0.046712399
AT5G02540,1.079605547,0.660119056,1.705172486,-1.053393351,-0.370427614,-1.45887951,-0.268317752,-0.127951458,-0.165927404
AT5G02580,0.527350144,-1.083440441,0.158404792,-1.603652476,0.358904388,-0.995725389,1.392816294,0.382247292,0.863095395
AT5G02810,-1.221667681,-1.031648271,-1.115053325,0.038497274,-0.179758477,1.711286021,0.822182174,0.28173062,0.694431665
AT5G02840,-0.955965236,-0.260123059,-0.052564776,0.352623182,-0.483862083,0.763077921,2.199231461,-0.686983521,-0.87543389
AT5G02950,-1.438483914,-0.567021385,-0.82901539,0.908236253,0.467869744,0.877850181,1.556924258,-0.809828604,-0.166531143
AT5G02970,-0.794748046,1.168428177,-0.458193309,2.180261722,-0.318565363,-0.420172599,-0.152562628,-0.521548207,-0.682899746
AT5G03555,-1.106765774,0.439921403,-0.513557025,2.124215226,-0.559932563,0.777303412,0.074850634,-0.374822056,-0.861213257
AT5G03570,0.691971835,-0.384227794,-1.343152541,-0.34936014,0.901127978,-1.334937308,1.192895169,-0.472844641,1.098527442
AT5G03720,-1.391516377,1.271701314,1.839585673,-0.396960642,-0.777298887,-0.385545325,-0.131748446,-0.273155196,0.244937885
AT5G03890,-0.749390982,1.089544696,0.110750842,2.148320967,-0.465801496,-0.45297891,-0.965469578,-0.440762446,-0.274213093
AT5G04340,-0.780884844,0.195398694,0.005528932,1.827174863,-1.044764012,-0.170610917,1.371777034,-0.815724992,-0.587894757
AT5G04760,-0.253758277,0.056328609,1.234109805,-0.18890428,-0.196374844,-1.116844362,1.979947598,-0.859143058,-0.65536119
AT5G05090,1.720402294,0.818440222,0.61550975,-0.625201772,0.076927176,-1.22411312,-1.445975476,-0.009089215,0.073100141
AT5G05410,-0.544117286,1.637820234,1.484130009,0.668954198,-0.341446723,-0.62120322,-0.775907353,-1.008525502,-0.499704356
AT5G05430,-1.813529846,-0.348181547,0.735710478,1.415013949,-0.662240456,0.422401749,-0.396706971,1.052578157,-0.405045513
AT5G05440,-1.438058395,1.302915777,0.298407287,1.75435821,-0.802365105,0.01010679,-0.384164201,-0.397207165,-0.343993198
AT5G05550,-0.737369804,0.004013113,1.765333334,-1.152450148,-0.466933836,-0.600389898,1.538975353,-0.215105726,-0.136072388
AT5G05600,-1.464380709,-0.094389499,-1.314271009,0.137948012,0.734424935,0.242760369,1.862937557,0.061452896,-0.166482552
AT5G05790,0.652868329,-0.026696629,-0.512172417,2.13269171,-0.781835867,-0.280444541,-1.160122449,0.590458704,-0.614746841
AT5G05965,0.05804583,-0.511482019,0.287619087,-0.995340063,0.180910603,-0.851470288,2.390048115,-0.41270037,-0.145630896
AT5G06110,-0.49196227,-1.326986916,0.329433282,-1.076105371,1.107217311,-0.469619134,1.802513468,-0.053749155,0.179258785
AT5G06530,-1.244588861,-0.00633631,-0.637892009,1.707423809,-0.133865063,1.308746682,0.511331054,-0.798876821,-0.705942482
AT5G06710,-1.177723255,-0.238664239,-0.215826122,0.272047329,0.500028737,-0.036475009,2.284779735,-0.681141486,-0.70702569
AT5G06800,2.36628281,-0.243744823,-0.479414372,-0.543625761,-0.115955404,-1.024876247,-0.576906294,0.64689124,-0.02865115
AT5G06870,-0.946428009,-0.89321884,-0.913738928,-0.596594968,0.91147593,-0.144247933,2.027047978,0.296107607,0.259597163
AT5G06980,-0.950690001,0.487944108,-0.576276292,2.030928122,-0.995027126,0.869803667,0.17884498,-0.327636968,-0.717890491
AT5G07010,-0.078751047,-1.114801292,-0.493536186,-1.485880318,1.039728126,-0.645653111,1.084752015,0.538890461,1.155251352
AT5G07100,-0.52992366,-0.498892334,-1.236461067,1.406646117,0.023328503,-0.813480387,1.591698608,-0.590073184,0.647157404
AT5G07460,-1.483669593,-0.603701927,-1.639271727,0.642521111,1.079128752,0.669123068,0.507880767,0.660218843,0.167770707
AT5G07680,2.39905765,0.49704526,-0.232022105,0.190824753,-0.528474081,-0.78699232,-0.869865957,-0.216999987,-0.452573213
AT5G08050,-1.213926105,-0.613787753,-0.700179308,0.568462801,0.104535591,2.03422251,-0.003159621,0.677334288,-0.853502404
AT5G08130,-0.226256039,0.526207131,0.420521618,2.209961456,-0.995690153,-0.459784272,-0.663629575,0.159495603,-0.970825768
AT5G08790,-1.79803727,0.735143017,-0.115143417,-0.682189754,0.098632015,-0.329204474,1.899805486,0.060988655,0.130005741
AT5G09980,-1.226365236,2.014955519,0.251868812,0.08562597,0.400399171,-1.236596361,0.409765229,0.012842736,-0.71249584
AT5G10030,0.767973083,-0.765253195,-1.667301545,0.546167731,-0.183258465,0.154290228,-1.068116154,1.324467416,0.8910309
AT5G10140,0.040177975,-0.600501435,-0.103802692,-0.111701631,1.005123286,-0.935377492,2.03830573,-1.252297565,-0.079926176
AT5G10570,-0.785415055,-0.859989402,0.250281495,-1.136469105,-0.099088353,0.596577592,2.205088994,0.067116941,-0.238103108
AT5G11260,-0.548051184,1.23414536,0.018368226,2.082651366,-0.618725115,-0.08372117,-0.682121097,-0.695631929,-0.706914457
AT5G11270,-0.971943599,0.37643993,0.130199642,1.050216753,-0.705771131,1.638195744,-1.194350252,0.59126153,-0.914248618
AT5G11920,-0.901158153,-0.117501451,-1.006008272,1.86081925,-0.616946673,1.298121435,0.416746449,-0.358085359,-0.575987226
AT5G12010,-0.444064678,0.217987302,-0.424734571,2.502190577,-0.549226557,0.32890856,-0.648201177,-0.512984162,-0.469875294
AT5G12340,-0.944843288,2.223793001,0.651683628,0.233430273,-0.567040268,-0.628188628,0.334308378,-0.705543441,-0.597599656
AT5G13220,-1.374400569,0.339652479,-0.524720625,-0.744190764,1.166803369,-0.472009032,1.880186001,-0.207695525,-0.063625333
AT5G13320,-1.135480585,-0.612429336,2.353476616,-0.430814598,0.071031803,0.427751573,-0.643322729,0.051313812,-0.081526555
AT5G13330,-0.747840723,-0.099584735,-0.204048126,-0.522484155,0.213941927,-0.577467071,2.521949514,-0.613109041,0.028642411
AT5G13630,-1.104820976,-0.525720204,-0.893795848,0.09758165,0.022864355,2.162265525,0.467181806,0.509710415,-0.735266724
AT5G14200,0.346630292,-0.201813561,-1.593270351,-0.316129278,0.402044574,-0.429294167,-0.739181406,2.008922192,0.522091705
AT5G14340,1.080548978,-0.152178161,-0.546279344,1.194044921,-1.244276234,0.38006958,-1.454138307,1.079080303,-0.336871736
AT5G14565,-0.633506209,0.084414109,2.135615867,-0.062239167,-0.862684476,-0.332579142,-1.108035517,0.955549393,-0.176534857
AT5G14730,-1.548960125,0.768138169,-0.286796598,1.437945624,-0.090739503,-1.005754873,1.295582131,-0.272054763,-0.297360062
AT5G14750,0.876060715,-0.196123409,0.479291779,0.683940054,-0.513349032,0.775268526,-2.104944476,0.774911422,-0.77505558
AT5G14760,-0.696131814,-0.014189767,-0.520296836,1.833082813,-0.555600621,1.538040362,-0.960848615,-0.097452788,-0.526602735
AT5G15120,-1.032201389,-0.546987865,-1.003206839,1.722586877,-0.138403707,1.566627012,-0.219776377,0.02453221,-0.37316992
AT5G15130,-0.702522319,1.419202715,-0.006233185,1.971587417,-0.651946134,-0.669228766,-0.185357772,-0.646782411,-0.528719544
AT5G15150,0.72658627,0.35682041,0.33341538,-0.717853899,-0.298284315,0.113365744,-1.999809361,1.612784391,-0.12702462
AT5G15310,-1.067912555,1.418126099,0.141023085,1.838394202,-0.452323929,0.032470893,-0.639162865,-0.518070996,-0.752543933
AT5G15830,1.555843066,-1.369176366,-1.507928959,0.462099806,0.300179345,-0.530694531,0.46007767,-0.15194867,0.781548638
AT5G15850,-1.021329781,0.980675237,0.213464341,1.704732337,-0.759035714,0.632360211,0.230761724,-0.831454367,-1.150173987
AT5G15970,-1.207273735,-0.935291615,-0.647463809,-0.234581359,0.21727294,2.225647441,-0.011671509,0.205596743,0.387764902
AT5G16540,-1.18216625,0.263010022,0.205620353,0.616496394,-0.625360333,2.03219038,-0.494276102,0.30401769,-1.119532155
AT5G16600,2.414262584,-0.426983426,-0.672607723,0.525059495,0.218322489,-0.743625526,-0.4751232,-0.216759718,-0.622544974
AT5G16770,2.412885022,-0.094140277,-0.013464165,0.222884926,-0.734345318,-0.618132177,-0.485493317,0.256577794,-0.946772489
AT5G17050,-0.804736381,0.590762137,-0.396514131,2.421520632,-0.423258358,0.127445234,-0.542729134,-0.387248554,-0.585241444
AT5G17300,-0.313393491,0.927892526,-0.173492506,2.175222682,-0.526080394,-0.364005398,0.186901202,-1.00674274,-0.906301881
AT5G17350,-0.508533793,0.684093737,2.462093419,-0.238904402,-0.487053342,-0.481557026,-0.469331597,-0.438783139,-0.522023858
AT5G17430,1.277436126,0.485168506,1.347245338,-0.390580378,-0.354516798,-1.394536995,-1.352958212,-0.117649863,0.500392277
AT5G17490,-0.921076957,-1.086375994,-0.964779498,-0.887130735,1.137800002,0.175847266,1.306696575,0.143561925,1.095457416
AT5G17810,-0.292725382,1.173988295,0.00334907,2.132367585,-0.566293559,-0.773191987,-0.622590185,-0.77896411,-0.275939728
AT5G18020,0.888871672,-0.665028637,-2.249541753,0.747026307,0.854572366,-0.113565854,-0.273198438,0.369524981,0.441339357
AT5G18030,0.720912263,-1.075579085,-2.007996539,0.284858848,1.198833187,-0.271647781,0.013686714,0.406090108,0.730842286
AT5G18050,1.07357512,-1.318298129,-1.763841101,-0.436066805,0.830609846,0.213223895,-0.040361553,0.592592295,0.848566432
AT5G18060,1.04849554,-1.412754952,-1.758714913,-0.265640941,0.851481124,0.123273609,0.098383141,0.406739514,0.908737879
AT5G18090,1.701231417,0.585073262,0.773611257,0.702565023,-0.940762536,-0.553500874,-1.236791521,-0.058297177,-0.973128852
AT5G18240,-1.030886454,-1.236397319,0.325949774,-0.523445355,0.010028939,-0.352053904,2.128087703,0.608828683,0.069887933
AT5G18670,-0.38739005,2.129517977,0.455529969,0.926518948,-0.697830626,-0.417372309,-0.290934021,-0.741766239,-0.976273648
AT5G19240,-0.758077852,1.5218655,0.603442477,1.545431596,-0.968691438,0.022007196,-0.371909544,-0.729760974,-0.864306962
AT5G19790,1.897761175,0.203090953,-0.048254371,0.814075433,-1.083272578,-0.023218211,-1.536535446,0.145315172,-0.368962125
AT5G19970,1.325148006,-0.882256669,-1.7824162,1.023020375,0.086615694,0.016367041,-0.829757162,0.54943495,0.493843966
AT5G20070,-0.317175912,0.624852232,-0.084386032,2.224953653,-0.794832364,0.493004542,-0.929294792,-0.418394379,-0.798726949
AT5G20150,-0.088021714,2.163439543,1.055281606,-0.077803947,-0.714623354,-0.469175692,-0.66519438,-0.218465189,-0.985436873
AT5G21120,1.171796803,1.258533543,0.419323002,0.998243692,-0.92404431,-0.400381016,-1.494492302,-0.298163648,-0.730815763
AT5G21280,-1.010783101,0.268847451,-0.335077186,2.053939777,-0.771437256,1.055507052,-0.331717611,-0.062106183,-0.867172944
AT5G22090,-1.099273363,-0.08386524,-0.588498989,2.177896991,-0.603227029,0.928733712,-0.102424967,0.045914512,-0.675255626
AT5G22250,-0.929453395,0.720622011,2.165562978,-0.623959442,-0.294083497,-0.744057144,0.619032198,-0.677211323,-0.236452386
AT5G22290,1.307313634,-0.919102905,0.834659803,-1.019019196,-0.160922929,-1.147895114,1.481072952,-0.415274798,0.039168553
AT5G22570,-0.385470165,2.519758396,0.364239063,0.067517554,-0.446288454,-0.705523046,-0.480894186,-0.491622522,-0.441716641
AT5G22890,0.944794316,-1.195577406,-1.755550265,-0.341238428,0.707235736,-0.413062219,0.802150522,0.188302899,1.062944845
AT5G23730,-0.546389507,0.061462492,-0.496688845,2.403379499,-0.540381276,0.723329608,-0.560743339,-0.512982806,-0.530985825
AT5G24120,-0.409984449,-0.068939701,-0.501188464,2.612755545,-0.448172132,0.075545232,-0.3448586,-0.406445069,-0.508712362
AT5G24230,-0.550744249,-0.234564629,-1.053481138,2.453069655,-0.46135186,0.220021407,0.243535532,-0.351229273,-0.265255444
AT5G24470,-0.875778661,1.440431127,-0.574042159,0.858057217,0.081376297,-0.986219663,-0.370052597,-0.988001455,1.414229893
AT5G24590,-0.537365761,1.32273449,2.077554874,-0.032647016,-0.558461009,-0.656473307,-0.393275571,-0.617603788,-0.604462912
AT5G24800,-0.547815928,-0.593407206,-0.1203575,-0.455949455,0.20805313,-0.145815954,2.573772844,-0.54506543,-0.373414501
AT5G24850,-0.582459281,0.000618194,-0.507959589,2.361090854,-0.46751534,0.832685158,-0.524005718,-0.449753144,-0.662701133
AT5G24920,1.16684656,0.77511693,1.591757797,-0.646669218,0.138879824,-0.733628359,-1.156237858,-1.090566147,-0.045499529
AT5G24930,-0.763091617,-0.777119947,0.757794895,-0.885620616,-0.377809717,1.54503748,1.489358474,-0.163733543,-0.824815409
AT5G25190,0.849966887,-0.433375124,1.660452574,-1.307079271,-0.731948289,-0.054703221,-0.399812744,1.167117823,-0.750618637
AT5G25810,-0.369387195,-0.015586852,-0.684581586,2.230297184,-0.194644296,0.962749235,-1.019903257,-0.488885463,-0.420057771
AT5G25830,1.464685998,-1.239071068,0.354159655,-0.597500997,0.180670492,-1.580909968,0.908383374,-0.16356603,0.673148544
AT5G25890,-0.259989717,0.250788368,-0.546026614,2.335366247,-0.741885098,0.526318207,-0.801593193,0.040651933,-0.803630133
AT5G26660,-0.107408405,0.82789162,-0.807666344,2.160001408,-0.207751654,-0.219016245,-1.347615144,-0.019987871,-0.278447364
AT5G27889,-1.162990001,0.68519099,2.041217685,-0.192596496,-0.993190972,0.691411741,-0.104939953,-0.351540335,-0.61256266
AT5G27890,-0.929218877,0.429907909,2.202663317,-0.343557193,-1.004301142,0.605098554,-0.032963976,-0.760357011,-0.167271582
AT5G28300,0.566363813,-0.856065061,1.257709446,-1.622521412,-0.14823316,-0.81567121,0.212894973,1.413961732,-0.008439124
AT5G28510,0.734001997,0.07602203,-1.40027444,1.857577234,0.212850572,-0.553164574,0.604329635,-0.487207174,-1.044135279
AT5G28630,-1.18464654,0.721519729,-0.388729916,1.993796454,-1.1453698,0.252129684,-0.015771635,0.406445559,-0.639373535
AT5G28770,-0.722230717,-0.340077718,-0.273490708,-0.184981096,0.710735939,-0.711905554,2.373449827,-0.776441793,-0.075058181
AT5G29000,0.690149172,-0.315158858,-1.220035149,0.687914537,0.170904929,-1.831313975,1.39934355,0.078462451,0.339733342
AT5G35732,-1.126366097,-0.116218324,-0.495117327,2.427827761,-0.059814856,-0.157788559,-0.518753708,-0.350819465,0.397050576
AT5G35970,-1.01028381,-0.587304639,-0.98719261,0.605060104,0.14409024,2.128720691,0.399652888,0.067071647,-0.759814511
AT5G36910,-0.71413696,-0.595646201,-0.679117509,0.484497081,-0.643105537,2.066397313,-0.739048168,1.070825787,-0.250665805
AT5G36925,-0.798593832,1.825877139,0.382180029,1.391024193,-0.76708618,-0.053690874,-0.488963297,-0.69125295,-0.799494228
AT5G37020,-0.102572843,0.252383065,-0.080211836,0.314265195,-0.882491879,1.799356223,-1.732744695,0.81114992,-0.379133149
AT5G37260,0.190921097,1.468581647,0.20685828,1.700644767,-0.434472408,-0.967071445,-0.407023818,-1.013606482,-0.744831638
AT5G37620,2.380730647,-0.466098373,0.124664923,-0.878438938,-0.334387805,-0.283974518,-0.820039703,-0.32179324,0.599337006
AT5G37770,-0.668229691,1.19742623,2.038901111,0.21765971,-0.558128478,-0.242189581,-1.053942369,-0.452613858,-0.478883074
AT5G37800,0.745858723,-1.061540018,0.445830543,1.147438819,-0.720724169,0.292418799,-1.510634988,1.251486459,-0.590134167
AT5G37970,1.352624674,-0.225267309,-0.234560616,-1.227119915,1.211287795,-0.921642587,-0.297155846,-0.852667292,1.194501098
AT5G39240,1.004109527,-0.777845824,0.123296345,-0.9567055,1.589490544,-1.275268359,-0.654913846,0.012760658,0.935076453
AT5G39610,-0.397920603,-0.963566861,-0.8787557,-0.812354493,0.784463026,-0.779270555,1.741580623,0.221212213,1.08461235
AT5G39660,-0.787215322,0.53535765,-0.231719543,1.566253945,-0.89886326,-0.262935636,1.592980937,-0.642308066,-0.871550705
AT5G39670,-0.818475891,0.645142177,1.299346315,-0.170748787,-0.671972753,-0.657574795,1.810918059,-0.741742488,-0.694891838
AT5G39860,-0.032425787,-1.855656733,-0.452993928,-0.950199289,1.200110601,-0.062183215,0.197978683,0.815911176,1.139458493
AT5G39890,-0.833374756,-0.390563403,-0.779235733,1.673310479,-0.307148897,1.773968233,-0.558718949,-0.177045167,-0.401191807
AT5G40330,0.967837452,-0.101923817,0.91344684,-0.024525183,-0.941315012,-0.880230333,-1.375040085,1.622811661,-0.181061522
AT5G40590,-0.760481088,-0.459893807,-0.763281694,2.076174089,-0.536099888,1.312978699,-0.107959484,-0.334870938,-0.42656589
AT5G41315,-1.004884405,-0.911919912,-1.094439175,1.996523479,0.336056567,0.809961192,-0.298866415,0.310030201,-0.142461531
AT5G41410,0.87980267,-0.763857671,-0.900800918,0.167457293,0.524162155,-1.558720087,1.510328132,-0.564602908,0.706231333
AT5G41590,-0.660037287,-0.425031413,-0.956886165,2.451110794,-0.08824966,-0.093278385,0.38664069,-0.536787283,-0.077481292
AT5G41680,1.125077341,-1.685478419,0.021238703,-0.252042334,-0.418580634,1.03665809,-1.242696198,0.836257844,0.579565607
AT5G41740,-0.951069609,1.855143894,1.157159848,0.285474805,-0.63892391,-0.762617269,0.246214136,-1.082140988,-0.109240908
AT5G41750,-0.629556376,1.240965927,1.282719353,-0.594612882,-0.508125603,-0.88121238,1.444330821,-0.792500654,-0.562008207
AT5G42380,-0.441660924,0.513827351,2.522603817,-0.34551766,-0.475053694,-0.436119872,-0.272227187,-0.53334401,-0.532507822
AT5G42410,-0.570593567,0.235195512,-0.431064001,2.541447307,-0.556755176,-0.307718336,-0.682188836,-0.311925556,0.083602653
AT5G42650,-1.057055645,-0.642822396,-0.660863647,-0.843268145,0.910626461,-0.198043718,2.090965907,0.180407139,0.220054044
AT5G43170,-0.840862823,1.234272887,0.587695103,1.916174355,-0.605899885,-0.364101334,-0.74091211,-0.5978136,-0.588552592
AT5G43290,1.21431599,0.556273505,1.790539967,-0.051943413,-1.117636749,-0.655689149,-0.869391453,-0.119387802,-0.747080896
AT5G43380,-1.838823647,0.340966009,-0.882338988,1.486095899,0.714774812,0.063771616,0.468435728,0.423059965,-0.775941395
AT5G43520,-0.957715299,0.57595556,-0.604933311,2.054352731,-0.870811636,0.479684521,0.591649308,-0.739317982,-0.528863892
AT5G43540,0.090459751,-0.935250707,-1.598357945,0.537470874,0.518968776,-0.569263116,1.204491854,-0.610907831,1.362388344
AT5G43630,-0.776750507,-0.161048839,-0.768073211,1.567808414,-0.322988797,1.863366808,-0.445456676,-0.266196263,-0.690660928
AT5G44050,-1.11963067,-0.539292613,-1.1854037,0.593586055,1.156076387,0.154860755,1.737017173,-0.43442978,-0.362783606
AT5G44110,-0.430386263,0.482435681,-0.317613468,2.521945191,-0.518885384,-0.1677607,-0.557518357,-0.491379499,-0.520837203
AT5G44190,-0.890179919,0.797538542,-0.575375431,2.295149697,-0.404582988,0.225335736,-0.293738458,-0.522441893,-0.631705286
AT5G44260,0.220501498,-0.573571644,0.189816443,-1.375232812,0.351071445,-1.252291877,1.971800522,0.178511912,0.289394512
AT5G44350,-0.376043667,0.137464329,2.554507234,-0.422796604,0.095987571,-0.79691836,-0.503425912,-0.328652206,-0.360122385
AT5G45070,-0.574393208,0.29085926,-0.709166208,2.496919059,-0.325457112,-0.554839456,0.144738858,-0.627037549,-0.141623645
AT5G45340,-0.825043125,1.394563488,0.747448676,1.689707392,-0.657144236,-0.253991125,-0.679023443,-0.711572503,-0.704945123
AT5G45420,0.614274244,0.407804062,1.132883808,0.705275326,-0.489907183,-0.182461027,-2.114278976,0.644871789,-0.718462043
AT5G45580,1.413860002,0.387110921,0.887957698,0.990918208,-1.050392923,-0.765887022,-1.481302301,0.057392782,-0.439657365
AT5G46295,-0.377963971,0.66361307,2.347895751,-0.447868995,-0.692177832,-0.630932097,0.326691465,-0.515633473,-0.673623917
AT5G46760,-0.36765041,-0.374484426,-1.35250013,0.128077435,1.253635324,-0.84634067,1.787958604,-0.543354431,0.314658702
AT5G46780,-1.143695529,-0.177979755,-0.664456717,2.092182977,-0.151222183,-0.322071172,1.077274156,-0.743835414,0.033803638
AT5G47000,2.009286968,0.372641758,-0.775969495,1.156015178,-0.191640049,-0.716603702,-0.97351058,-0.435585904,-0.444634175
AT5G47140,1.680475457,-0.626448256,-0.49188896,1.452845688,0.188266337,-0.988145627,-1.158864939,-0.221024083,0.164784382
AT5G47220,-1.458546361,1.511805554,1.181463134,-0.696688424,-0.008595555,-0.858333733,0.892209372,-0.366353561,-0.196960426
AT5G47230,-0.728357083,0.751807057,2.219695249,-0.211528796,-0.451302923,-1.038930536,0.402707924,-0.616288668,-0.327802224
AT5G47370,1.072337672,-1.946209991,-0.832793129,0.769588487,0.247495744,0.152996774,-0.846315252,0.592884362,0.790015332
AT5G47610,-0.784297857,0.539022155,0.062243444,1.936165692,-0.854484424,1.044830546,-0.260493927,-0.707649148,-0.97533648
AT5G47740,-0.8222094,1.231118768,-0.272154516,2.023401847,-0.533724371,0.065160552,-0.133470105,-1.023294887,-0.53482789
AT5G48150,-0.98604121,-1.131961797,-1.081575,-0.449726971,1.695795138,0.5670438,0.430898747,-0.039342265,0.994909557
AT5G48250,0.638354589,0.241276119,0.368939169,-0.581712254,0.919133085,-1.580319274,-0.644462161,-0.925235322,1.564026049
AT5G48430,-0.738634149,-0.310990422,-0.653960674,1.81019078,-0.671673662,1.647163129,-0.169290394,-0.308598236,-0.604206372
AT5G48490,-0.871547225,-0.712426163,-0.720461507,-0.535608414,0.55191443,2.341755408,0.149688282,0.116757653,-0.320072464
AT5G48540,-1.303506336,0.797324942,-0.630985433,1.718479059,-1.144061469,0.411682917,0.687534868,0.062574099,-0.599042648
AT5G48560,0.717610529,0.365088724,-0.366558756,2.209285901,-0.361780905,-0.741287642,-1.19944178,-0.203360288,-0.419555783
AT5G49330,-0.185356473,1.065774344,-0.073256325,2.202556936,-0.486152061,-0.492645985,-0.923443475,-0.43520552,-0.672271441
AT5G49740,-0.891484761,-0.720479594,-0.49848689,1.583177944,-0.386150758,1.739014254,-0.490504548,0.312667341,-0.647752987
AT5G49850,-0.905482352,-0.520762407,-0.945936509,1.963070751,-0.02485893,0.66951318,-1.04496655,0.022571404,0.786851414
AT5G50100,-0.732495588,-0.398502913,-1.092538855,1.171536807,0.077597906,1.890682585,0.095659684,0.058229732,-1.070169358
AT5G50335,0.065461091,-0.797621685,0.211994376,-1.618304349,0.881714521,-0.736762011,1.822094838,0.228369585,-0.056946365
AT5G50915,0.567381215,0.005063289,-0.297353552,-0.991287469,0.48103218,1.502707323,-1.960558838,0.475997767,0.217018086
AT5G51190,-0.535638996,0.687817356,2.454317235,-0.17598196,-0.532570546,-0.448445843,-0.470165396,-0.492781605,-0.486550244
AT5G51810,0.806292193,-0.782318056,0.567608729,-1.25756747,-0.494187673,0.902626134,-1.080481661,1.594395048,-0.256367245
AT5G52010,-0.832012249,-0.724723616,0.189647319,-0.783629118,-0.137268068,1.551590528,-0.591663497,1.776297137,-0.448238436
AT5G52020,-0.612905106,1.906875369,1.556147951,-0.086406892,-0.618304575,-0.428932165,-0.635190299,-0.491789582,-0.589494702
AT5G52250,-0.863505442,1.316838598,-0.219274409,2.066973879,-0.537455055,-0.210610595,-0.315780145,-0.590444833,-0.646741999
AT5G52260,2.069686128,-0.009987734,0.8269654,0.092643662,-0.282717142,-1.217974669,-0.861324773,0.205187855,-0.822478728
AT5G52510,-0.40579393,1.856843811,0.50304046,1.371620451,-0.679252189,-0.801126396,-0.714420812,-0.56712238,-0.563789015
AT5G52570,-0.916291875,-0.623680183,-0.568684887,-0.1760519,-0.235145468,2.044997798,1.273251029,-0.052901872,-0.745492642
AT5G52790,2.106148274,-0.09873621,-0.888545843,0.142144635,-0.411004353,-1.372734024,-0.347475569,0.125276969,0.744926123
AT5G52830,-0.137185837,-0.723611282,-1.159116338,2.34406139,-0.088888048,0.314247337,-0.662062573,-0.128219743,0.240775093
AT5G53660,0.369165872,-0.908520836,1.16445249,-1.83057285,0.340079158,-1.007619292,0.519374402,0.76193103,0.591710027
AT5G53970,-0.848289838,-0.082877493,-0.401227082,1.592813671,-0.746136528,1.356976938,0.833241516,-0.728886462,-0.975614721
AT5G54040,-0.010778188,-0.040195426,-0.584303822,2.528804136,-0.531726802,0.02326399,-0.923515835,-0.329103679,-0.132444376
AT5G54230,2.167591696,-0.137445218,-0.082202501,1.050841423,-0.739770826,-0.82728502,-0.345736861,-0.203331302,-0.882661391
AT5G54270,-1.006955298,-0.791751701,-0.909797284,-0.544047567,-0.005224304,1.816017938,0.68747491,1.14538952,-0.391106215
AT5G54470,-0.858258644,0.6769021,-0.503963187,2.343171872,-0.781114332,-0.385527712,0.003303935,-0.547013699,0.052499666
AT5G54585,-0.196714462,-1.227804377,-0.229689791,-1.514785408,0.596562929,-0.162714497,1.811439623,0.371924169,0.551781814
AT5G54960,-0.421706238,-0.132448836,-0.694880717,1.777763221,0.51371543,0.489377238,-1.045563275,-1.34913493,0.862878106
AT5G55090,-0.327890965,0.471520849,-0.373006842,2.311171602,-0.71283801,0.553599374,-0.867177544,-0.346046331,-0.709332133
AT5G55120,-1.270469197,-0.804450841,-0.812691997,0.567721875,0.176805231,2.031901729,0.487071885,0.191674252,-0.567562938
AT5G55620,-1.047337181,0.58083393,-0.274690886,2.082903771,-0.258686563,0.684255311,-0.329381002,-0.231925477,-1.205971904
AT5G55770,0.070779668,0.408528401,-0.517811385,2.479436749,-0.349914491,-0.170027882,-0.78355605,-0.577954504,-0.559480506
AT5G56270,-1.268346192,-0.473089083,0.248783516,-0.872529196,1.0004219,-0.855637943,1.863818652,0.370551923,-0.013973577
AT5G56620,2.379231759,-0.270750732,-0.633767589,0.504304639,-0.943713862,-0.379968055,-0.754957906,0.043874119,0.055747627
AT5G56780,-0.806599786,-0.569787671,-0.209968198,-0.866456121,0.505058454,-0.369879676,2.412728817,0.030647267,-0.125743085
