"","hr0_1","hr2_1","hr0_2","hr2_2","hr0_3","hr2_3"
"AT1G01510",0.759679044768036,0.213327132226753,-0.193276350745902,-1.17408160372434,1.39796714067031,-1.00361536319486
"AT1G01520",-0.0865808250242929,1.33460679851657,-0.101742007583805,-0.510798829975554,0.852330270425242,-1.48781540635816
"AT1G01530",-0.408248290463863,-0.408248290463863,-0.408248290463863,-0.408248290463863,-0.408248290463863,2.04124145231932
"AT1G01540",0.962366125006621,-0.728828483842556,0.381615451006834,-1.05086014508261,1.26613849907323,-0.830431446161513
"AT1G01550",-0.745819233825646,-0.220972352341886,1.56773714075487,0.898054524035363,-0.809176674010961,-0.689823404611741
"AT1G01560",-0.372874071039352,1.80238135579081,-0.504283736764472,-0.84042353299175,-0.611687743269767,0.526887728274535
"AT1G01570",0.581764876543009,-0.233549599484329,1.52874506338854,-0.834498683781116,0.196470898753074,-1.23893255541918
"AT1G01580",1.33086087942016,0.326407234089332,-0.615727349953388,0.426282371758167,-1.59535756971671,0.12753443440244
"AT1G01590",1.2788104566611,0.982600921799657,-1.22558340573887,-0.828651220690292,-0.410964864338764,0.203788112307161
"AT1G01600",1.68598793123951,0.225699234757527,-0.0324942168262623,-1.15133391161518,0.143509892239252,-0.871368929794847
"AT1G01610",1.34885067482857,0.284840429705584,0.50294184943548,-1.29514152587871,0.217639670685184,-1.05913109877611
"AT1G01620",-1.21753878971701,-0.901927209421072,1.5237952028386,0.503721623760663,0.295185325240504,-0.203236152701686
"AT1G01630",0.127610464469583,-0.0653091351405803,1.66629000980087,-0.91734228521625,0.312828153280114,-1.12407720719373
"AT1G01640",-0.837624132290337,-0.757251916887219,1.51347111047408,0.998352499615608,-0.551361930711469,-0.36558563020067
"AT1G01650",-0.0304939276192049,0.97179942587951,-0.954802060444806,0.826154319674311,-1.43838792412173,0.625730166631921
"AT1G01660",1.01363078036238,-1.14189712075317,1.0318945575232,-0.676979399970826,0.634950700495529,-0.861599517657108
"AT1G01670",-1.02917274894642,0.638641232440268,0.278822602899121,0.941169899113326,-1.4695753256386,0.640114340132306
"AT1G01680",-0.0183888222979582,2.00290023211508,-0.54695603586091,-0.481691302144905,-0.474255502804827,-0.481608569006477
"AT1G01690",-0.0609694905935281,-1.11071034384313,0.147780505354969,-1.12216505552538,1.37195993629187,0.774104448315201
"AT1G01695",-0.128635638661198,-1.10770067618818,-0.37953807817768,0.955577120236,1.44398862820438,-0.783691355413319
"AT1G01700",0.562456671242792,-0.418166076836284,-0.663102232033163,-0.413225343331295,-0.850031167346025,1.78206814830397
"AT1G01710",-0.624331106909751,1.47295057978875,-0.831512529354942,0.565705433325363,-1.08492884133775,0.502116464488339
"AT1G01720",-0.390556678961543,1.35112178596097,0.767180919796245,-0.269714826979253,0.0764951879181447,-1.53452638773456
"AT1G01725",-0.521212803722357,0.991332992295507,-1.12790172626506,1.40391786963812,-0.707798437905834,-0.0383378940403807
"AT1G01730",-1.65865612806531,1.03136258431278,-0.327839589487353,1.03085989736498,-0.115750713118559,0.0400239489934597
"AT1G01740",-0.444856048502979,1.7899989372032,-0.641255458296855,0.397380456559365,-1.01024879933527,-0.0910190876274584
"AT1G01750",0.304981531768188,-1.16110299642171,1.34356780703914,-0.695498892837743,0.894054756692251,-0.686002206240128
"AT1G01760",0.47517477947994,0.930547519236284,-1.83534931163478,0.295448033562672,-0.403809442092233,0.537988421448116
"AT1G01770",-0.637638472938135,-0.612186282159124,-0.177304441272624,1.21727034449726,1.26325597929318,-1.05339712742055
"AT1G01780",0.49208559776699,0.0978124671242095,0.76160418002232,-1.01708384291437,1.0733282191137,-1.40774662111285
"AT1G01790",0.745100081334695,0.502522547285957,-1.23014616632923,-0.689958606437658,-0.657961717108897,1.33044386125514
"AT1G01800",0.0488197127305422,-0.285689994403701,-1.31382460300142,1.34129563730464,-0.722604663213949,0.932003910583897
"AT1G01810",0.969753701031122,0.253909953607829,0.847458337235075,-1.20144262133246,0.418180357084342,-1.2878597276259
"AT1G01820",-1.37254145062219,0.600906910726263,0.276920014874202,1.46429846636484,-0.663872466641608,-0.305711474701512
"AT1G01830",-0.661074920216247,1.20268675366458,0.681409616430977,0.649638264085138,-0.448094063159221,-1.42456565080523
"AT1G01840",1.46140346765292,0.84233052453943,-0.4052643176707,-0.225882837709972,-0.316320531961604,-1.35626630485007
"AT1G01860",1.647403610307,0.563494444269641,-1.02389896615151,-0.937204374150845,-0.0520429661527668,-0.19775174812152
"AT1G01880",-1.08108603000114,0.262756570114715,0.386171519265585,1.10645404649871,0.702444502366182,-1.37674060824405
"AT1G01900",1.3952535848037,0.297780497265783,0.618027908040629,-0.943711790890046,-0.0683619734275112,-1.29898822579255
"AT1G01910",0.49451798517467,-1.34591356506507,0.446887697265891,-0.739687992340977,1.45031476651404,-0.306118891548552
"AT1G01920",-0.601888844496301,-0.688080033811339,-0.765130222021155,0.196764348686025,1.88138352664942,-0.0230487750066505
"AT1G01930",0.0689523997518414,-1.37875278999992,-0.00629829614386275,-0.840253334651065,1.2560719862787,0.900280034764305
"AT1G01940",-0.823144507413612,0.852221878577717,-1.46499261296603,0.400658841107497,1.13144503743962,-0.0961886367452004
"AT1G01950",1.40448610441395,0.202921805806215,0.315665439640308,-1.64916607898404,0.117344910430659,-0.391252181307095
"AT1G01960",1.46082990378579,0.461934778295802,-0.74151040303674,-1.41984619746061,0.290071101989689,-0.051479183573918
"AT1G01970",0.577839415657482,0.0987306490420082,-1.30679051681917,-0.729200416406942,-0.184264859834551,1.54368572836117
"AT1G01990",-1.18857537888302,0.0200386936120619,-0.681312259304183,1.38231578043212,-0.508732602498673,0.976265766641694
"AT1G02000",-0.381472880558445,0.697161877370855,1.41932524397284,0.306747062511293,-0.724678659941849,-1.3170826433547
"AT1G02010",0.83266417292852,-0.312986787261473,-0.1748397226196,-1.02868721121814,1.54319873050098,-0.859349182330281
"AT1G02020",0.633979425950711,1.32852207806637,-1.50006414899431,0.321322752914637,-0.685579270451934,-0.0981808374854649
"AT1G02030",0.597726903596312,0.0531806686422131,1.33012064106549,-0.502039210514017,0.133696726610371,-1.61268572940037
"AT1G02040",-0.696814530569241,-0.696814530569241,0.075878347299398,0.138848846840482,1.87571639756784,-0.696814530569241
"AT1G02050",-1.08735768757645,0.861790675501175,-1.37711699414571,0.805406168377554,0.0730519075837624,0.724225930259666
"AT1G02060",-1.0109274374251,0.52424270372203,-1.48773195649449,0.388568171129583,0.994674034193549,0.591174484874426
"AT1G02065",-0.315409950565465,-0.103634214061667,1.80987352298962,-1.18786594734433,-0.403567588640801,0.200604177622638
"AT1G02070",-0.492864270899826,1.01218238280342,0.201135499105649,1.20221507371904,-0.514978191786144,-1.40769049294214
"AT1G02080",1.01612972365467,1.41900262643555,-0.219547737551048,-0.679421552346268,-0.404626854608916,-1.13153620558399
"AT1G02090",-0.512681591102878,0.543434399424831,1.14648206543802,-1.45334956403069,0.837010454054382,-0.560895763783658
"AT1G02100",-1.45509590186823,-0.0671413555170815,0.319273354162155,1.56211468803132,0.188904958761563,-0.548055743569735
"AT1G02110",1.35140092303457,0.293928107339587,-0.966099195139488,-1.19091874639859,0.805741685371439,-0.294052774207514
"AT1G02120",-1.31652014843172,1.18289664641404,0.442759385829544,0.937076818129922,-0.531295848797824,-0.714916853143969
"AT1G02130",0.184700622896086,-0.620338442029759,0.822615049660988,0.23411374712378,1.04161650765657,-1.66270748530766
"AT1G02140",-1.22479064213104,-0.700180407705361,0.379027407744665,1.22734005173597,0.96826896920384,-0.649665378848086
"AT1G02145",-1.29287851398677,0.473267715164282,0.452693475623308,1.14259404465461,0.416273912527248,-1.19195063398268
"AT1G02150",8.03265674411959e-05,0.699438563832338,-1.49960731582677,-0.397409371734839,-0.234026248575942,1.43152404573777
"AT1G02160",0.81175446573555,-0.0179853990196801,-0.915332634909507,-0.0389911810706408,1.40097570398165,-1.24042095471737
"AT1G02170",0.757559009659554,1.23482471382308,0.335875888819779,-0.651652395723697,-0.146081484932066,-1.53052573164665
"AT1G02180",1.34021985694886,0.0771276960653327,-1.53440110275893,0.0900622305411717,0.659637996229563,-0.632646677025994
"AT1G02190",0.270454462152096,0.115343303938762,-0.546348588246301,-1.54356969815031,1.47673327035436,0.227387249951399
"AT1G02205",1.46125010564659,0.440627264539778,0.163456819468405,-1.01863346710757,0.204135813529502,-1.25083653607671
"AT1G02220",0.60591146594544,1.70688859218571,-0.404183645984393,-1.03388377799874,-0.208735662315978,-0.66599697183204
"AT1G02230",0.536281451560473,-0.617706460769481,1.44318594595903,0.500574332893257,-0.568307973663224,-1.29402729598005
"AT1G02250",0.759897597108844,-1.15003517522054,-0.359392009515778,-1.08760364114456,0.694511720665999,1.14262150810604
"AT1G02260",-0.579594866292843,-0.102333389591548,0.884153737676749,0.868183207735853,0.592900342973399,-1.66330903250161
"AT1G02270",0.355357085207766,-0.00647601257235256,0.673800573312707,1.28810031571407,-1.36824436950849,-0.942537592153706
"AT1G02280",0.273905260678839,-0.494651129745734,-1.44620149484471,-0.465053582149194,1.28939312404068,0.842607822020112
"AT1G02290",-0.000914597958625114,-0.0344036187713579,-1.62349392374977,1.1197787312358,0.963742935401603,-0.424709526157643
"AT1G02300",-0.352228405652999,1.56468306573647,-1.46284592503165,0.289117323831112,-0.338302814439661,0.299576755556732
"AT1G02305",-0.397097682866629,-0.0129204569675901,1.14997338061008,1.04678439427669,-0.250046070837693,-1.53669356421485
"AT1G02310",1.04333432045025,-0.0160640098204691,0.999871112505993,-0.374474245834212,0.0119884978640205,-1.66465567516558
"AT1G02320",0.792224899163451,0.546505457956218,0.54148375094865,0.690356023801115,-1.28528506593472,-1.28528506593472
"AT1G02330",0.298885316663068,-1.41766371112899,0.818408275538598,-0.645053916757863,1.29978432574887,-0.35436029006368
"AT1G02335",0.644303661483849,1.63172573090668,-0.0506099083128295,-0.358170201662158,-1.08884502224186,-0.778404260173683
"AT1G02340",-0.548282156324148,-1.0763146293437,1.41768024394619,0.281104428515767,0.814182921270748,-0.888370808064855
"AT1G02350",0.211732313970924,-0.742328713224525,0.30209953338009,-1.3344271885792,1.59102723740452,-0.028103182951816
"AT1G02360",1.1555363862914,0.94706605602854,0.166876998555833,0.0693751404419725,-1.17261527131292,-1.16623931000483
"AT1G02370",-0.502125154545201,1.92498129428384,-0.744956008635391,-0.478966048922393,-0.44454821304957,0.245614130868715
"AT1G02380",-0.524082832566258,-0.901812121442579,1.41917423989223,-0.752713717465759,1.1018904258514,-0.342455994269028
"AT1G02390",0.187047590861657,-0.259562894813835,0.960836953509897,-0.692261582880841,1.22029973897826,-1.41635980565513
"AT1G02400",0.882451435608859,-1.88900397399838,0.759047570866529,0.0103715616149246,-0.0372641986391576,0.274397604547228
"AT1G02405",1.70944408634939,0.305110005529874,0.10640100948337,-0.345276192017652,-0.515244378194633,-1.26043453115035
"AT1G02410",1.06061733438778,-0.825576272476488,-0.388658071749286,-0.779122930734075,1.46647625264288,-0.533736312070816
"AT1G02420",-0.714325602547499,0.531732598681835,0.870526417465473,1.00410323567565,-1.55646389412176,-0.135572755153693
"AT1G02430",-0.96020979477023,-1.37067988260398,1.15999839904543,0.738514676662564,0.543876287478837,-0.111499685812617
"AT1G02440",1.29629345396993,-0.842551470863194,-0.0904515202574556,-0.603018439296887,1.17085942901939,-0.931131452571781
"AT1G02450",-0.844577392501276,0.848896295545616,-0.228723418802131,-0.498379881494791,-0.864201240578059,1.58698563783064
"AT1G02460",0.849576198208459,1.05376168497205,-0.883752769398032,-0.657590498779272,-1.15281064414949,0.79081602914629
"AT1G02470",1.13372183967496,0.561769952201868,-0.599135362756301,0.648031152712085,-0.130999573645703,-1.6133880081869
"AT1G02475",-0.0806979754223582,-0.128800332633847,-1.11916672941684,-0.02095038162502,-0.511192782571165,1.86080820166923
"AT1G02490",-0.997283130245881,-0.199818891254811,0.713616550997038,-1.04850201069495,-0.00322693620995879,1.53521441740856
"AT1G02500",0.475720208215323,-0.11257157749146,1.75407410465152,-0.607567380801328,-0.458538804886451,-1.0511165496876
"AT1G02520",0.875840395819792,1.14603824284381,0.421732947070961,-1.04584926396418,-0.119670132274016,-1.27809218949638
"AT1G02530",-0.162215904123838,-1.00619751610382,1.50119552460507,-0.751436749085942,0.935747143221179,-0.517092498512649
"AT1G02560",0.592879366421923,-0.265016280973859,-1.16540064273367,-0.572256403763822,-0.26949125617856,1.67928521722799
"AT1G02570",0.439217927189004,-1.21624003133457,1.59955961056156,-0.621588621873615,0.32537424501871,-0.526323129561093
"AT1G02575",0.613793853610285,-1.37595834784495,1.13472831406194,-0.283004032138456,0.779321320673602,-0.86888110836242
"AT1G02580",1.27427707347113,-0.123830340211352,0.848073281124743,0.0444806495608664,-0.495785907553275,-1.54721475639212
"AT1G02610",-1.1554594847423,0.0327712351331648,0.473652160026166,1.29328379659643,0.560877427362818,-1.20512513437628
"AT1G02620",1.47711793974358,0.601668379202723,-1.27095256351738,-0.709538751910666,0.358603120878395,-0.456898124396656
"AT1G02630",1.97523111011575,-0.107210055392968,-0.766850483330615,-0.607332596738493,-0.310627488341257,-0.183210486312416
"AT1G02640",1.39946672521537,-0.106916916237325,-1.03476516381754,-0.94876408152682,-0.294995699547393,0.985975135913708
"AT1G02650",-0.979707764101717,-0.862205216314535,-0.201805403803491,0.49093630768591,-0.174783208153764,1.7275652846876
"AT1G02660",-1.39564567975751,-0.947836915091045,0.540142905922586,0.923143093133312,-0.117780616440908,0.997977212233559
"AT1G02670",-0.594716976700723,0.781595907641293,-1.22483600603062,-0.741061122897172,1.33871498211339,0.440303215873832
"AT1G02680",1.29527831064303,-1.13185198105224,0.421345908795814,-0.595972975744698,0.874043314424538,-0.862842577066444
"AT1G02690",-1.18430588224362,0.225758097464294,0.625062782547308,-1.33018792681995,0.796867560489878,0.866805368562082
"AT1G02700",-0.212299367114272,1.35119923281534,0.531920675882518,-0.821102056133038,0.526726451704485,-1.37644493715503
"AT1G02710",0.777916993535165,0.533984792670645,0.528999611048731,-1.284482202941,0.728063008627457,-1.284482202941
"AT1G02720",0.639007542579181,-0.64370477298387,-0.0470190238504725,-1.3149305427143,1.55286312476654,-0.186216327797076
"AT1G02730",-0.439993701244375,-1.27277122187816,-0.783683208506666,0.371241182689231,0.765764052649989,1.35944289628999
"AT1G02740",-0.942387787396442,0.8696237790341,0.997045496679162,-0.356615679139151,0.734318125610947,-1.30198393478861
"AT1G02750",-0.176758323062142,-1.25412586145562,0.425972582551386,1.44765071353287,0.49304301021885,-0.935782121785343
"AT1G02760",1.33903055663702,-0.64519163052964,-0.64519163052964,1.24173596548154,-0.64519163052964,-0.64519163052964
"AT1G02770",0.235974713355523,1.85577371536536,-0.391569113040906,-0.355147312132283,-0.27476713431498,-1.07026486923272
"AT1G02780",0.978874734808615,-0.910368416337181,-0.204132456697815,-1.26951156658698,1.23759125276455,0.16754645204881
"AT1G02800",1.06204779417826,1.02755084924881,-1.00528731964858,-0.746222899965733,0.602833573902865,-0.940921997715619
"AT1G02810",-0.0267017000018283,-0.74477998395966,1.69130862895766,0.193023622435435,0.124599166942503,-1.23744973437411
"AT1G02813",0.774025763430099,-0.988634528090833,1.2044212718283,-0.931017010003923,0.713681708549302,-0.772477205712944
"AT1G02816",0.720078400574975,-0.456818552173222,1.16341621952783,-0.651352843781364,0.659821807723418,-1.43514503187164
"AT1G02820",0.227641675895018,-0.815940527239901,-0.429474287405245,0.118990130646708,-0.907057547855862,1.80584055595928
"AT1G02840",-0.800803801726289,1.07340742186529,-0.792789416747209,1.04144567281391,0.563241926881328,-1.08450180308704
"AT1G02850",-0.400955739053023,2.01469822546299,-0.570223117754652,-0.124879398345242,-0.552932457502921,-0.365707512807153
"AT1G02860",-1.14842663911335,-0.518232088594357,1.10069402177198,1.36224525839274,-0.51705395129839,-0.279226601158616
"AT1G02870",0.219511894750749,-1.13034725125126,-0.674656809450016,-0.426753092808991,1.71755924503581,0.294686013723705
"AT1G02880",-0.410331749018428,1.12571179527453,0.546277321254098,0.724888115451259,-0.373862683380709,-1.61268279958076
"AT1G02890",-0.519632490842796,1.40667245944159,-0.323595993527858,0.375068949207086,-1.48548978379896,0.546976859520939
"AT1G02900",-0.885351520446336,-0.730103330506375,1.36928030020275,1.17041223912544,-0.387282991476419,-0.536954696899065
"AT1G02910",-0.115308798747785,0.207389033063248,-1.03598553494649,-0.49840498533914,-0.41504260198704,1.85735288795721
"AT1G02920",-0.755522252471948,-0.0473658189513265,-0.827331144291528,1.52615438873048,-0.786986007208811,0.89105083419313
"AT1G02930",-0.536048000475969,1.53291022772099,-0.945271738566644,-0.0433436396770936,-0.860682657374121,0.852435808372838
"AT1G02940",2.04124145231932,-0.408248290463863,-0.408248290463863,-0.408248290463863,-0.408248290463863,-0.408248290463863
"AT1G02950",-1.66074495440308,0.602659151888763,0.490170062182298,0.864915335095518,-0.798991356389773,0.501991761626276
"AT1G02952",-1.26234853182971,1.52958915739128,-0.334253926609452,-0.760483758277368,0.282606873189689,0.544890186135563
"AT1G02960",-1.51456648743999,-0.355543282079675,0.0213122350737671,1.08085345281104,1.13100278838252,-0.363058706747666
"AT1G02970",0.721429835847818,-1.14530006027374,0.326841452828804,-0.259084760979125,1.38852528946102,-1.03241175688477
"AT1G02980",-0.743410667937062,-0.528643428150379,1.81059739549684,0.490187806581189,-0.759504132327137,-0.269226973663449
"AT1G02990",-1.59386833681592,-0.597453466124544,0.812494082442521,0.585394459478721,-0.229794184909054,1.02322744592828
"AT1G03000",-0.018437265239389,1.1451600207289,-1.02364109525977,-0.149046093458661,-1.1209488127168,1.16691324594572
"AT1G03010",0.561175029264854,-1.08345250685133,1.68449857905258,-0.232403167755874,-0.771001977057432,-0.158815956652799
"AT1G03020",-0.408248290463863,-0.408248290463863,-0.408248290463863,-0.408248290463863,-0.408248290463863,2.04124145231932
"AT1G03030",1.02951733696742,-1.16949488987962,0.797236204094684,-0.606207595215627,0.859912057805339,-0.910963113772198
"AT1G03040",-0.350148669006737,1.6027859481924,-0.772156894065115,0.232198841836032,-1.19430581279656,0.481626585839969
"AT1G03055",-1.02271952563478,-1.17542716760558,-0.0432631676816458,0.141776596615728,1.465877636228,0.633755628078283
"AT1G03060",-1.00802832877349,-0.440472175143879,0.929014721239284,1.50289310893684,-0.795481639186965,-0.187925687071807
"AT1G03070",1.41265010021664,0.570024861739073,-0.0438340377203575,-0.542042514082886,0.140718469066935,-1.5375168792194
"AT1G03080",-1.61566293354829,-0.503770726529066,0.604268503842616,1.20038127861027,-0.216939636579234,0.531723514203708
"AT1G03090",-1.39031705074023,-0.954617768452047,0.359040959903189,1.2746445775703,0.0825345145399925,0.628714767178799
"AT1G03100",-1.13065978067335,1.08898999268045,-0.764177866818706,-0.79668601280918,0.672861687614644,0.929671980006139
"AT1G03106",-0.808414773657345,1.4359733186114,-1.00506684808427,-0.736686030894268,0.79253930188806,0.321655032136422
"AT1G03110",-0.440922319642751,0.0172336027960664,0.556187158695275,-1.77130012921761,0.907737479487241,0.731064207881783
"AT1G03120",0.213548842313741,1.70515356930377,0.234450563311046,-0.764683367012468,-0.223481921565732,-1.16498768635036
"AT1G03130",-0.405035220285408,-0.280861305819075,-0.738481705846315,-0.0272574418420149,-0.530633939834906,1.98226961362772
"AT1G03140",-0.695111459166524,-0.917183020816372,1.02488018875659,-0.166318349142274,1.45238891978782,-0.698656279419247
"AT1G03150",0.0433877161908761,-0.857545724886515,-0.0839243651629082,0.576889547040978,1.5518738068965,-1.23068098007893
"AT1G03160",1.35907761342317,0.342408322256841,-1.36260481254567,-0.754956552570943,-0.303065958037228,0.719141387473828
"AT1G03170",1.31546942835724,-0.148847310872175,0.163521954608774,-1.7675975277947,0.201971903973502,0.235481551727361
"AT1G03180",-0.0251814844187389,-0.354729177741176,-0.469959314084263,-0.809973170813378,1.97427186355202,-0.314428716494463
"AT1G03190",0.150415877652331,1.81598325255885,0.04651732125521,-0.582276368848498,-1.11218572153541,-0.318454361082489
"AT1G03200",-1.83300594674559,0.333723950204987,1.18183386186344,0.356048694643397,-0.0665790946664477,0.0279785347002095
"AT1G03210",-1.18274670818056,-0.910036533624245,0.824742296487076,1.43152981716863,-0.204426857425127,0.0409379855742175
"AT1G03220",1.49125997896821,0.437815995163638,0.564185067866934,-0.574419061011834,-0.741222105242046,-1.1776198757449
"AT1G03230",0.0124211126928722,1.79869432817611,-0.925297512414687,-0.905027861531312,-0.201474405207549,0.220684338284568
"AT1G03240",-0.555626307861216,-1.07658375572375,0.849264326738426,-0.771601686385013,1.48696340376427,0.0675840194672791
"AT1G03250",0.899540650786341,-1.51113965625612,0.745883898980669,-0.0342305378862833,0.769961724353658,-0.870016079978276
"AT1G03260",1.41388440180304,0.365063381516702,-0.294828794276607,-0.757947337925493,0.622456869449176,-1.34862852056682
"AT1G03270",0.483363998551913,-0.207790319774891,-0.961669096756729,-1.27580730448875,0.63012408759844,1.33177863487001
"AT1G03280",-1.51626596039586,0.00904335593887745,0.760476662084517,1.37951286638725,-0.218204383555235,-0.414562540459556
"AT1G03290",-0.689290356463963,-0.352488236129465,1.59107818149777,0.2010102503649,0.504394260353062,-1.2547040996223
"AT1G03300",-1.17033193079517,1.14854598004284,-0.686124560727826,-0.751282040471916,0.404517643578504,1.05467490837356
"AT1G03310",0.833422906071153,0.538279982192396,-1.41696799881474,-1.0226533443657,0.0913432342863628,0.976575220630529
"AT1G03320",1.72005346254595,0.444913136402909,-0.779497321621953,-1.07805848633594,-0.0388326061713136,-0.268578184819659
"AT1G03330",-0.78099379377807,-1.19586452861716,0.624012958891378,0.316298787524775,1.50145822108565,-0.46491164510657
