"","WTJA_1","WTJA_2","WTJA_3","MutantJA_1","MutantJA_2","MutantJA_3"
"AT1G02010",-0.224510191826346,-0.0648873386781348,-1.60904378087104,1.00575374951108,-0.241543118229356,1.13423068009379
"AT1G02065",0.305591479697959,0.348131202724096,-0.978413629601137,0.275205963250719,1.39426112612194,-1.34477614219358
"AT1G02080",-0.866599174831694,-1.36437364209024,0.492280676635285,1.31264559105321,-0.194011055381153,0.620057604614601
"AT1G02090",-0.98321984272779,-1.07645002475158,-0.383678056790203,1.50889463829268,0.383678056790203,0.550775229186683
"AT1G02100",0.282804161392042,-1.12717658611971,-1.09485611053205,1.44230122309942,0.599948828095975,-0.103021515935673
"AT1G02120",-0.737492510191265,-1.53914188571167,0.081909007677493,1.21991476453513,0.729395041751666,0.245415581938648
"AT1G02130",-0.865505797998674,-1.49456257992672,0.181409456719538,0.889360152474301,0.219110973061508,1.07018779567004
"AT1G02140",0.568865057195561,-0.780824704582128,0.146451692421623,-0.662232717145595,1.65652299911348,-0.928782327002946
"AT1G02150",-0.682306496922286,-0.610886659522257,1.50880021274652,-1.1485567561753,0.721834457244315,0.211115242629016
"AT1G02205",-0.0752743903038095,-1.70039068904626,1.1126050211904,0.752368656825209,-0.42875632283715,0.339447724171613
"AT1G02280",-0.133537202944298,0.901052000449392,0.217289662266645,-1.55940337574177,1.16086613122645,-0.586267215256424
"AT1G02305",-0.576573774110214,-0.753739001858961,-1.28245780065773,1.17045679460967,0.870553274282639,0.571760507734595
"AT1G02335",1.00687536144971,0.0021421308401463,-1.78217899242147,0.779957225555532,0.314154567694637,-0.320950293118552
"AT1G02370",-0.378601284393283,1.58651966793376,-1.47113641935676,-0.183892052419594,0.0793259833966878,0.367784104839189
"AT1G02475",-0.91475611203698,-1.11218548873561,1.13734805635406,0.593836595795483,0.934111933281943,-0.6383549846589
"AT1G02500",0.474698373164034,-1.73557733285675,0.112125796755848,1.31606435183516,-0.0398452831370057,-0.127465905761286
"AT1G02560",0.149681952576384,-0.38527603177945,1.588045804553,-1.42330708751627,0.408894485834895,-0.338039123668559
"AT1G02640",-0.374977183206118,-0.514481622925694,-0.618668482969428,0.696078398170879,-0.897377496166049,1.70942638709641
"AT1G02780",-0.683690887897267,-0.779543699528039,-0.824807527242571,0.384510088278995,1.7533288109851,0.150203215403775
"AT1G02816",-1.2681901574813,-0.27554287173628,0.390841635389813,0.868397950288669,-0.945969572579776,1.23046301611888
"AT1G02840",1.7929578536601,-0.462698800944541,-0.452492209747235,-0.68554270875239,0.566465811450486,-0.758689945666416
"AT1G02880",-1.16835439413519,-0.435708000094624,0.63398429841684,0.580428275460659,-0.951988061392213,1.34163788174452
"AT1G02920",-1.34716891772751,1.06912600737049,0.591478897605806,0.86314467699133,-0.945409666523566,-0.231170997716555
"AT1G02930",-0.538064180653754,1.69551843742668,0.0412819072283114,0.507977366911086,-1.09781885493594,-0.608894675976385
"AT1G02980",-1.54713186938819,-0.416125123490617,1.02786462127169,0.337879373774432,-0.437464873413212,1.03497787124589
"AT1G03000",-0.491411656792444,-1.28293289269691,-0.781564993943409,0.528391984076388,1.30284537661904,0.724672182737335
"AT1G03030",-0.325896276523639,-0.620584275389598,1.29181805058428,-0.63900227531872,1.23963371745177,-0.945968940804095
"AT1G03080",1.00027495652977,0.323412922397545,-0.695023450940725,0.356941691890163,0.690133838723054,-1.6757399585998
"AT1G03090",-0.900839097109676,-0.517428273339842,-1.17542372122868,1.11093412143559,1.06206309659239,0.420693873650212
"AT1G03110",-0.840602890660289,0.873567709901869,-0.0635750085373328,-0.11537686734553,-1.25030850123421,1.39629555787549
"AT1G03140",0.94294049716662,0.271463448536925,0.256382145840429,-0.54292689707385,0.810081401983204,-1.73794059645333
"AT1G03220",-0.618025366659362,-1.00349615439002,-0.230522219766677,1.80996637890599,-0.353818675596167,0.395896037506231
"AT1G03230",1.56638751427897,-0.391137796648793,-0.509580932253709,-0.164963436927777,0.744936930393711,-1.2456422788424
"AT1G03330",-0.179330608067709,0.443052090520222,-1.08427203785476,0.176316648268252,-0.973509015224707,1.6177429223587
"AT1G03350",-0.109130046066367,0.354007222605522,-1.82193942762016,0.294118782691053,1.20442306939097,0.0785203989989672
"AT1G03430",-0.00407876247262955,-1.03332533842293,-0.694904589265357,1.81528237246126,-0.315929287522788,0.232955605222446
"AT1G03475",-0.447418295731308,-0.888234000131148,0.453204836448775,-0.655437015882293,1.81615773467056,-0.278273259374588
"AT1G03600",0.236101790547735,-1.45221774186089,0.317723987280014,0.35278318587643,1.38209934466806,-0.836490566511348
"AT1G03680",0.908830768510082,-1.88572842378912,0.505518560925814,0.375746178674724,0.377018456932088,-0.281385541253587
"AT1G03860",-0.735745690408916,-1.61287453248755,0.434487460949972,1.09692067260946,0.152303580480453,0.664908508856585
"AT1G03870",-0.356394555529959,-1.36593064766766,-0.540764122792838,1.51919426128702,0.62704497733933,0.116850087364111
"AT1G03880",0.44612921037145,1.56496090037172,0.349046743724795,-1.05932185126902,-1.01221536345879,-0.288599639740161
"AT1G03890",-0.0836796587861928,1.71993386333985,0.11395218249561,-1.18618839243073,-0.759365818294695,0.195347823676154
"AT1G03900",0.692484497297486,-1.32803621263046,-0.0221405263195306,-0.516744069636204,1.53580133014678,-0.361365018858064
"AT1G04040",1.84792021021734,-0.604145258288683,0.377590786430427,-0.295703627927443,-0.426723081532217,-0.898939028899426
"AT1G04080",-0.554480442524573,-1.39124938172978,-0.65019021209978,0.849355050522176,0.664021103656891,1.08254388217507
"AT1G04120",-0.69473665654805,-1.28375251753444,1.00957550926464,-0.687766054642885,0.779545646394215,0.877134073066516
"AT1G04130",-1.06722108536406,-1.00470015095297,0.569306616720792,0.497492029897244,-0.439477108777046,1.44459969847603
"AT1G04170",-1.04762531280503,-1.07891427046347,0.752488336310499,0.254527903788896,-0.300684664022624,1.42020800719174
"AT1G04190",0.274695438629154,-1.22508669684294,-0.24680861010585,1.41357723124131,-0.927084383280083,0.710707020358419
"AT1G04200",-0.449660124032502,-1.51099026972686,0.119027679890956,1.34567404765609,0.780292568174047,-0.284343901961729
"AT1G04220",-0.717438601812242,-1.41976055958108,-0.460188101852343,0.940442545355222,0.810813978292745,0.846130739597693
"AT1G04260",-0.900774690763056,-0.988231913676672,-0.711284041116888,0.598491987756073,0.585998098768414,1.41580055903213
"AT1G04270",-0.508740918489549,-0.960987556240388,-1.14218695723449,0.703640965755221,1.26816607051209,0.640108395697123
"AT1G04400",-0.645147600180825,-0.747528429096365,-1.18197925092927,0.872759472001752,1.30810056191218,0.393795246292528
"AT1G04410",0.563048696085306,-1.0388952048666,-0.953587925101165,0.563741066147478,1.43330320344039,-0.567609835705399
"AT1G04420",0.380833445527003,-0.252853527454308,0.21122899099377,0.0658537442509985,1.32390876414037,-1.72897141745783
"AT1G04430",-0.287974957368106,-1.28821674232095,-0.80606688980205,1.0392520912021,1.23094318408234,0.112063314206665
"AT1G04480",-0.543627370707357,-1.05365657898923,-1.05757772611495,0.764985462019146,1.17383507036042,0.716041143431965
"AT1G04510",-0.779519453469164,0.998377823514757,0.286870134442231,-1.35238777665623,1.17363890869071,-0.3269796365223
"AT1G04530",0.201026513978982,-1.3997980510494,-0.575518309631699,1.03638757560189,1.18214955676262,-0.444247285662385
"AT1G04560",0.430677422231444,1.47713940644366,0.614845068087029,-0.941601044329565,-1.03348354713727,-0.547577305295294
"AT1G04630",-0.0295183490631267,-0.851659034080581,-0.312675845631638,0.555382271261791,1.67270644691051,-1.03423548939696
"AT1G04690",0.155402439151812,-0.108306902266009,-1.76447856179807,0.752886961605035,-0.15758397628277,1.12208003958998
"AT1G04700",-0.292971696784387,-1.64012296801595,-0.109410669064612,1.17240532111415,-0.0440753880118113,0.914175400762606
"AT1G04710",0.970556613699388,0.579252175067359,-0.299058873330842,-1.17212254419949,1.02278051387442,-1.10140788511082
"AT1G04750",-0.290606922425303,-1.35207287797367,-0.702817552990162,1.0146009711962,1.24787257059823,0.0830238115946985
"AT1G04780",0.730555882792241,-0.370343429027193,-1.32772059129962,0.652885072449152,1.17969578608054,-0.865072720995129
"AT1G04810",-0.345482228569385,-0.400746895950119,-1.51447044706354,1.44546767027743,0.456323793090067,0.358908108215554
"AT1G04820",-0.816153783156811,-1.35954875971895,0.217570254287576,1.52935968989462,0.274881443221865,0.1538911554717
"AT1G04850",-0.287792758761519,-1.69565238251587,-0.320100552503182,0.716029397376504,1.08243778757607,0.505078508827999
"AT1G04870",1.47538858405465,0.0849773467469258,0.848024962392161,-0.94384304061709,-0.990702976683296,-0.473844875893352
"AT1G04910",-0.692209962799505,-1.51528100070452,-0.199450328264264,1.06223093378751,0.948517171971683,0.396193186009105
"AT1G04980",1.19215738306237,0.686865971995636,0.438756722500854,-0.980805059418663,0.0590902478871777,-1.39606526602737
"AT1G04990",1.30620865035787,1.05659920511323,-0.964510283566663,-0.443480859026883,0.0678549948237853,-1.02267170770134
"AT1G05010",-0.355480674780939,-1.19003182485677,-0.650730877159506,1.00514489658503,1.40620731022066,-0.21510883000847
"AT1G05070",-0.181234801891464,-1.62127475634907,0.36557648610107,0.343828309874094,1.40948894499591,-0.316384182730527
"AT1G05150",-1.48565382000606,-0.274714673654511,-0.317038760323109,0.36955197896748,0.139120840438447,1.56873443457776
"AT1G05180",0.0301952241950159,-0.662106872566073,-1.55483524007089,1.07083642906093,0.990315831207549,0.125594628173472
"AT1G05190",-1.09468489028524,-0.175859958613038,0.0351002365541837,-0.665588983108375,1.82216270615951,0.078870889292961
"AT1G05240",-0.726861401562296,-0.928381991046168,-0.705395077899884,0.993949197334761,-0.088128750546026,1.45481802371961
"AT1G05250",-0.726861401562296,-0.928381991046168,-0.705395077899884,0.993949197334761,-0.088128750546026,1.45481802371961
"AT1G05320",-0.828434475195653,-1.06458616921304,-0.784428967491133,0.638863674829872,1.2179895930176,0.820596344052356
"AT1G05350",-1.04436183934587,-1.13711889591489,-0.441628738968266,0.779234382108123,0.683097513761289,1.16077757835962
"AT1G05500",-0.274497440358834,-1.45220152530056,-0.377559055268773,0.819156395530131,1.40950933530551,-0.124407709907467
"AT1G05510",0.131489303408679,1.55978791010317,-0.147489179393837,-0.972656977076814,-1.12784287100706,0.556711813965863
"AT1G05520",0.667002423891213,-0.330601201406949,1.53700558548845,-1.14550416276969,0.139200505855557,-0.867103151058576
"AT1G05570",-1.47776815006037,-0.995573087199701,0.619856429387133,0.873883481430448,0.803911958113128,0.175689368329359
"AT1G05620",1.00280108896658,-0.845205483237852,0.519008992050743,0.208219892485158,0.692452200590177,-1.5772766908548
"AT1G05810",-0.28442686113392,-0.692550435125904,-1.3893836484974,0.159974363879574,0.945990136012284,1.26039644486537
"AT1G05850",0.155216605313065,1.79086049659529,0.170868699966484,-0.869995594485838,-0.303166166679901,-0.943784040709096
"AT1G06000",1.15845535379545,0.849223585991268,0.658269406794216,-0.958713482272164,-0.601600666549916,-1.10563419775885
"AT1G06060",-1.13392938913784,-1.37133245985004,0.935434043903473,0.81079743177957,0.460627902479081,0.298402470825746
"AT1G06070",0.667142016310798,0.579133895887691,0.597342472526954,-1.14461135929593,0.7248025090018,-1.42380953443131
"AT1G06130",-0.411285392224854,-0.296089483680475,1.38865067878107,-0.578679446828405,-1.16365866990533,1.06106231385799
"AT1G06190",-0.147555779750651,0.0913226319798246,0.473932969412536,-1.1239881576433,1.62446317280367,-0.918174836802074
"AT1G06200",1.45344279638529,-0.856930285770804,-0.856930285770804,0.732285880567778,0.385062180359348,-0.856930285770804
"AT1G06210",0.387352798495801,-1.56098967437302,1.08521938926405,-0.721023551547888,-0.0357880302958067,0.845229068456869
"AT1G06220",-1.04506774503657,-1.40654310977171,1.11066499365135,0.3069260737818,0.333855470581553,0.700164316793577
"AT1G06230",0.73224995058299,0.978589664665772,0.704878871240458,-1.25171183272888,0.036494772456709,-1.20050142621705
"AT1G06290",0.800240407887408,-0.566720644905298,-0.989894428088168,0.0694838866063241,1.53041938647356,-0.843528607973835
"AT1G06400",1.44243238442352,-0.394552379792481,-0.279541159772,-0.442473721467681,0.940855674889761,-1.26672079828112
"AT1G06410",-0.190318474487817,-0.676413279456699,-1.546440591401,1.07188023943138,0.852725632445413,0.488566473468724
"AT1G06530",-0.315181332764732,-0.676132352987567,0.301644486215596,-0.293882098683919,1.86699619626144,-0.883444898040808
"AT1G06550",-0.0479832614176736,-1.73024387569663,-0.365160752144671,1.01395137580483,0.884640552662286,0.244795960791862
"AT1G06570",0.375613577631438,-0.405662663841953,-1.63467028985202,0.408667572463004,1.35821869671528,-0.102166893115751
"AT1G06640",0.562325971838946,-0.824437705547943,0.993177367983605,0.554789212722713,0.327430312716348,-1.61328515971367
"AT1G06650",0.562325971838946,-0.824437705547943,0.993177367983605,0.554789212722713,0.327430312716348,-1.61328515971367
"AT1G06680",-0.899137599419816,-1.23861818444397,1.33747815049527,0.377992728576837,-0.352988735430903,0.775273640222582
"AT1G06700",-0.195760564593219,-1.51730940417382,-0.410957828181269,1.4061168167166,0.716517405586798,0.00139357464491292
"AT1G06760",-0.174409252808892,-0.124329626877724,-0.0455585485901586,-0.015823770693528,1.74322309013873,-1.38310189116842
"AT1G06770",0.117507343866631,-1.24208175872249,-1.01095161128234,1.20129408564481,0.987644369523665,-0.0534124290302867
"AT1G06840",-0.0474903265201282,-0.689467993454873,-1.41727155169105,1.45274625342898,0.631106387369896,0.0703772308671779
"AT1G06890",0.0934065272791948,-1.33692882948614,-0.943373074455165,0.614424413321874,0.194587806535907,1.37788315680434
"AT1G06900",-0.686526594202141,-1.08535596208962,0.764545145487728,1.40036273611349,-0.799797067251066,0.406771741941609
"AT1G06950",-0.66657603781955,-0.564577223099437,1.0614492870225,-1.01855465034561,1.42081592180395,-0.232557297561858
"AT1G07040",-0.571832753685046,0.740400232095604,-0.221731067755426,0.877847560645751,0.805233877638126,-1.62991784893901
"AT1G07080",-1.13504091718466,0.0435513206897214,0.192413179544419,0.244084237989851,-0.97609089930014,1.63108307826081
"AT1G07110",-0.670152184717678,-0.257857624673865,-1.09910511082387,-0.433811616207714,1.40381439004817,1.05711214637496
"AT1G07140",0.464213355972129,-1.45418849722045,-0.49498757062416,1.09722185457849,0.950759388549378,-0.563018531255386
"AT1G07210",-1.3835524593019,-0.891362277909168,0.16333096793241,0.20288196465147,0.506106272830923,1.40259553179626
"AT1G07320",-0.614434926606844,0.801426530334449,-0.280249805078412,-1.35764933125735,1.43463189746795,0.0162756351402045
"AT1G07360",-1.03613434985583,-1.37122187082099,0.856692088148951,-0.0578846005506048,0.891422848479314,0.71712588459916
"AT1G07370",-0.107318063477372,-1.15563019193364,-1.0946210058745,1.38618681125048,0.66104905694751,0.310333393087514
"AT1G07380",0.400168780981326,1.58179846711365,0.0922586387028629,-0.625544622914446,-1.39090725364165,-0.0577740102417387
"AT1G07440",-0.434367677149642,1.55573629822088,-0.411931330189434,-0.801426313418659,-0.84136301100783,0.933352033544686
"AT1G07450",-0.434367677149642,1.55573629822088,-0.411931330189434,-0.801426313418659,-0.84136301100783,0.933352033544686
"AT1G07510",-0.883745545694576,-1.08900257566235,1.31706594229321,-0.176749109138915,-0.262272871625487,1.09470415982812
"AT1G07615",-1.50242694960461,0.323196494973085,1.36266630312976,-0.183435848498237,0.611452828327458,-0.611452828327458
"AT1G07645",0.355610877555911,1.68201773554548,-0.230335040756307,-0.52853802141943,-1.30808649025448,0.029330939328813
"AT1G07660",0.00247444902593427,1.04469204081246,0.269816633512886,-1.82682131237984,0.684202103951961,-0.174363914923403
"AT1G07670",-0.204220868489399,-1.84410402474177,0.161945098774134,1.10303464973302,0.329031845216341,0.454313299507682
"AT1G07705",-1.56822925355194,-0.177624997222418,-0.348600930377688,0.0845381002823286,0.58036830643261,1.42954877443712
"AT1G07720",-0.571797098593335,-1.36203823120005,-0.664520952419282,0.725501504935445,0.717148004590765,1.15570677268646
"AT1G07750",-0.491877458820904,-1.16114734629497,-0.936090422887656,1.30514718265396,0.587984084040164,0.695983961309406
"AT1G07770",1.24602178375012,0.589618074268622,0.0350013348321836,-1.22710562117538,0.51060770814009,-1.15414327981564
"AT1G07780",-0.534448795987321,0.847382630479896,0.0562577679986645,-1.10933286272368,1.48555668621476,-0.745415425982316
"AT1G07790",0.327711049317022,0.698704690053273,0.973382674059921,-1.51441506680029,0.480389201466172,-0.965772548096099
"AT1G07810",-0.385584751917842,-0.654949504549391,-1.21997793536527,-0.0771700795260986,0.856043309028765,1.48163896232985
"AT1G07820",0.00247444902593427,1.04469204081246,0.269816633512886,-1.82682131237984,0.684202103951961,-0.174363914923403
"AT1G07830",0.676084757921721,-0.133073486037433,-0.842203337807375,-0.512645509969707,1.67547556916929,-0.863637993276492
"AT1G07890",-0.217140358934971,-1.76558597181572,0.283876400234277,1.27891991067632,0.334792253207323,0.0851377666327774
"AT1G07920",-0.820079876412221,-1.63070412062476,0.365076732172918,0.859086988947057,0.463872957706092,0.762747318210923
"AT1G07930",-0.820079876412221,-1.63070412062476,0.365076732172918,0.859086988947057,0.463872957706092,0.762747318210923
"AT1G07940",-0.820079876412221,-1.63070412062476,0.365076732172918,0.859086988947057,0.463872957706092,0.762747318210923
"AT1G07960",-0.443646444335285,-1.2783973854699,-0.512468995333086,1.35018004618804,-0.146155417441565,1.0304881963918
"AT1G07970",-1.40472502256923,0.66882542002273,-0.366033396058285,0.389030258637863,-0.653494178303011,1.36639691826993
"AT1G07985",1.78899111800903,0.343390241443345,-0.357798223601807,-0.40582483079668,-1.15984256375619,-0.208915741297699
"AT1G07990",-0.935239703076413,1.12289543553773,0.0607791846028568,-0.397343919341155,1.23457718724547,-1.08566818496848
"AT1G08050",1.77482027266425,-0.134348944942712,-0.254555895680928,0.311123872498912,-0.509111791361856,-1.18792751317766
"AT1G08110",-0.0650698934168975,0.833969184434923,-1.57660172948649,0.719350656581304,0.848296500416625,-0.75994471852946
"AT1G08130",0.545944958487852,0.132086015225205,1.56774841840528,-0.70514586999578,-0.249425332472085,-1.29120818965047
"AT1G08160",-0.716834832834443,-1.30586190477592,-0.250058662616666,0.566799635264443,0.166705775077777,1.53924998988481
"AT1G08190",-1.17759868680464,-1.09385180577175,0.118274103914878,1.4648357963122,0.444446166885098,0.243894425464219
"AT1G08200",-0.96376661004754,-1.17683773281429,-0.36663589593198,1.04025367975868,0.289853509349369,1.17713304968577
"AT1G08220",-0.400054362761676,-1.00760580164455,1.4474996030215,-0.893067415625652,0.959466479984437,-0.106238502974055
"AT1G08360",-1.13778839530897,0.493447859075576,-0.806755121191811,1.05048778620445,1.10233637130713,-0.701728500086368
"AT1G08370",1.26676776767525,-0.548788091133287,-0.932722842637602,-0.77654599456805,-0.255956501002878,1.24724566166656
"AT1G08410",-0.696512254812542,0.659111508735461,1.74066751004649,-0.698351635767152,-0.672600302402604,-0.332314825799646
"AT1G08420",0.582416956736113,-0.372409829840671,-1.87447685280097,0.415590833866311,0.791581527455448,0.457297364583762
"AT1G08450",0.835793884547417,0.426196618491429,-1.62772590405019,0.783687308028217,-0.828978256395115,0.411026349378245
"AT1G08480",-1.00197816899944,-0.393624359709511,-0.665300170433507,-0.388624191413977,1.57644194873076,0.873084941825686
"AT1G08490",-1.09842950323912,1.3491684592024,-0.732447065592726,-0.544392848620268,1.06708713374371,-0.040986175493998
"AT1G08510",-0.310815784907951,-1.50927998472575,-0.7017883505575,0.753251595467811,0.91208420026294,0.856548324460448
"AT1G08520",-1.00620910883309,-0.854164416991606,0.653634069519568,-0.70870745009993,1.45470142341575,0.460745482989302
"AT1G08640",-0.404763599943658,0.346940228523135,-0.00578233714205225,-1.50340765693359,1.56701336549616,0
"AT1G08660",-0.436037316760662,-1.35281429900289,0.073872525428609,0.659549060365171,1.52328935768429,-0.467859327714524
"AT1G08680",0.65626629975988,-0.424850727031631,1.24805421475197,-0.703962639177152,0.620935677969307,-1.39644282627237
"AT1G08780",-0.830310168220715,-0.292325119170051,0.378225972294938,0.0973607747401912,-1.06630685911215,1.71335539946779
"AT1G08800",-0.292881086939587,-0.816636904574795,-1.04355378274421,1.48419469732899,-0.270453255957727,0.939330332887325
"AT1G08820",0.738927238359283,-0.905107622884404,0.57476605656229,-0.660380252235012,1.31682305915017,-1.06502847895232
"AT1G08830",-0.731328833504186,-0.840852138931805,-0.195055791571094,1.14249757596371,-0.741107700060224,1.3658468881036
"AT1G08880",-0.221587217001507,1.59665220117881,-0.261252553083544,-1.34225538519587,0.617016339053919,-0.388573384951813
"AT1G08930",-1.13822678584786,1.19101986780698,-0.227248416703712,-0.0140913865379581,-0.958412754814177,1.14695947609674
"AT1G08970",-0.710909123121674,0.752233128362217,1.40070213367538,-0.991549070799218,-0.889374332567103,0.438897264450397
"AT1G08980",-1.51327548330826,0.721715999731633,1.28046387049161,-0.721715999731633,0.144343199946327,0.0884684128703292
"AT1G09010",0.0204950160939656,0.399050019241329,-1.85057939436689,-0.0783632968298683,1.12240352844011,0.38699412742135
"AT1G09020",-0.190849679720142,-1.35620644350412,0.326711498897495,0.365781820862106,1.54946787149368,-0.694905068029023
"AT1G09070",-0.645554876282023,-1.40563336292528,-0.396034160969843,1.05630436148823,1.12412281231666,0.266795226372253
"AT1G09100",-0.541128595589271,-1.51010656937214,-0.488814781417249,0.866735596625953,0.971929216777114,0.701385132975589
"AT1G09130",0.253698568785287,0.810597866118845,-0.499676114864182,-1.40451426522207,1.34285560162348,-0.502961656441371
"AT1G09140",0.917132625449971,1.06357480443575,0.673721976595232,-0.988594649729818,-0.50968914547903,-1.1561456112721
"AT1G09180",0.469828980689274,-0.902508352331531,-1.28466572113766,1.01333435565226,1.07301553231655,-0.369004795188892
"AT1G09200",-1.05294302274084,-0.175574833681437,0.439190073877485,-1.1121426064317,1.50883041509523,0.392639973881254
"AT1G09210",-0.463026549860102,-1.52191144393518,-0.346139908117384,1.37253405189069,0.42303023609026,0.535513613931711
"AT1G09270",-0.108340785594591,-0.535680473326819,2.00442663055354,-0.659731079822802,-0.312487059276958,-0.388187232532381
"AT1G09310",-0.0622107957393501,-1.48087592543049,-0.709030413539289,1.12716465695791,1.00809546004759,0.116857017703629
"AT1G09330",0,0,0,0,0,0
"AT1G09340",-0.0765151447247934,-0.955942457470796,0.703541850196802,-0.84961621739868,1.63066691549852,-0.452134946101052
"AT1G09430",-1.3066760225106,-0.0684762021846891,0.0440874178449391,0.118379407064494,-0.519856318503498,1.73254171828936
"AT1G09560",1.00687536144971,0.0021421308401463,-1.78217899242147,0.779957225555532,0.314154567694637,-0.320950293118552
"AT1G09570",-1.18231055690538,-1.21961622123486,0.0185329483471462,0.893891888831953,0.42382744004586,1.06567450091529
"AT1G09590",0.520780750029228,0.0661147436560527,-0.925606411184765,-1.44435286140919,1.20125403473539,0.581809744173278
"AT1G09620",0.71116885765309,-1.92891064156634,0.0298644061146131,0.831550463737191,0.272211586783923,0.0841153272775141
"AT1G09630",-0.592871015375643,-1.60050937040153,0.690132197378457,0.0282245069959944,1.24836759890583,0.226656082496903
"AT1G09640",1.43738586810954,-0.712120881495992,-1.14531939676862,0.347984613451193,0.740079952551129,-0.668010155847249
"AT1G09690",0.520780750029228,0.0661147436560527,-0.925606411184765,-1.44435286140919,1.20125403473539,0.581809744173278
"AT1G09750",-0.302926725269438,-1.35357444819152,-0.546773331449061,1.3470518023472,0.974006634251424,-0.117783931688614
"AT1G09760",0.396542426668937,1.8104206390706,-0.528598182759255,-1.04012665841024,-0.309693257535674,-0.328544967034363
"AT1G09770",0.0767997754591534,1.22879640734645,1.13361885186558,-1.19184739698701,-0.64109434728371,-0.606273290400467
"AT1G09780",0.467891992952259,-1.53810285141346,0.813072860619,0.616481326851106,0.62953046856308,-0.988873797571982
"AT1G09800",-0.127455119801726,-1.22956703808724,-1.12460399825052,0.809714878740377,0.558553319131094,1.11335795826802
"AT1G09830",1.23065816514347,-0.492465510620275,-0.112498538103709,-0.585750815250091,1.18136105294073,-1.22130435411014
"AT1G09870",-0.691552727969661,0.0616399414714112,-1.55000745130807,0.307014323867228,1.30202522523461,0.570880688704469
"AT1G09920",0.0416904509336527,-0.845179141654941,1.77563420567417,-0.782643465254463,0.405534386354614,-0.59503643605303
"AT1G10130",0.430441946551602,1.53221536937635,0.0928017040730511,-1.25183575281521,0.131304538741658,-0.934927805927451
"AT1G10200",0.235106395824936,-1.01760001569245,-1.23382623787846,1.47148214620208,0.46373565178834,0.0811020597555541
"AT1G10270",0.611627565327566,-1.33501745369494,-0.831379643540861,-0.200417667898392,0.342832104852075,1.41235509495456
"AT1G10290",0.277563149178699,-1.67770062365723,0.722118146286171,0.19876893743755,1.08593339556012,-0.606683004805309
"AT1G10310",0.607971676373604,-0.503972543269418,-0.77606329848386,-0.750668161330512,1.75982254011474,-0.33709021340456
